TOWNAME,ELECT_STAT,PROJECT,POP,POP 2020,DISTRICT,REGION,REMARKS,ISLAND,YOE,COMMUNITY_,POINT_X,POINT_Y,lon,lat
Gbantana,YES,NA,745,856.75,Dangme East,Greater Accra,NA,No,NA,NA,889045.2821,651687.3123,5.884739999,0.512480006
Kablenu,YES,NA,795,914.25,Dangme East,Greater Accra,NA,No,NA,NA,882953.6865,641570.4265,5.793729999,0.456990005
Kajanya,YES,SHEP-3 P-3,861,990.15,Dangme East,Greater Accra,NA,No,NA,NA,892768.0491,656659.0298,5.929416665,0.546333339
Kasseh,YES,NA,14092,16205.8,Dangme East,Greater Accra,NA,No,NA,NA,888732.5546,653094.0955,5.897459998,0.509740006
Kenornya,YES,UWE,11,12.65,Dangme East,Greater Accra,NA,No,2016,NA,898024.071,647160.4478,5.843353299,0.593175907
Kewunor,YES,NA,1263,1452.45,Dangme East,Greater Accra,NA,Yes,NA,NA,905209.9514,639308.6417,5.772049999,0.657500007
Kopehem,YES,UWE,452,519.8,Dangme East,Greater Accra,NA,No,2016,NA,887936.8397,648939.2867,5.859989999,0.502330006
Kpekofe,YES,NA,62,71.3,Dangme East,Greater Accra,NA,No,NA,NA,894701.002,655151.1605,5.915690499,0.563675906
Kperttchekope,YES,NA,962,1106.3,Dangme East,Greater Accra,NA,No,NA,NA,881693.2322,642197.3093,5.799459999,0.445660005
Kudokope,YES,NA,432,496.8,Dangme East,Greater Accra,NA,No,NA,NA,899467.2543,650745.6993,5.875638698,0.606394807
Kunyenya,YES,NA,777,893.55,Dangme East,Greater Accra,NA,No,NA,NA,894289.017,652533.4912,5.892079998,0.559810006
Kwalakpoyom,YES,UWE,507,583.05,Dangme East,Greater Accra,NA,No,2016,NA,896473.6147,642012.8697,5.796967099,0.578903306
Lolonya,YES,NA,3969,4564.35,Dangme East,Greater Accra,NA,No,NA,NA,880236.7004,641328.004,5.791689998,0.432480005
Lufuenya (Ayornukope),YES,NA,1288,1481.2,Dangme East,Greater Accra,NA,No,NA,NA,888880.2014,647770.9201,5.849387199,0.510770006
Lufuenya Ahiabor Kope,YES,NA,11,12.65,Dangme East,Greater Accra,NA,No,NA,NA,888813.0907,647293.4639,5.845079899,0.510138006
Lufuenya Nenekope,YES,NA,10,11.5,Dangme East,Greater Accra,NA,No,NA,NA,888267.3132,646906.2966,5.841614798,0.505195306
Luhuese,YES,NA,894,1028.1,Dangme East,Greater Accra,NA,No,NA,NA,900159.0285,643293.3713,5.808316666,0.612200006
Matekofe,YES,NA,78,89.7,Dangme East,Greater Accra,NA,No,NA,NA,898554.0787,652748.474,5.893773699,0.598278106
Mawoekpor,YES,NA,25,28.75,Dangme East,Greater Accra,NA,No,NA,NA,897223.7846,653450.4018,5.900188498,0.586324505
Medie,YES,UWE,343,394.45,Dangme East,Greater Accra,NA,No,2016,NA,890875.2638,643732.397,5.812809998,0.528530006
New Jerusalem Prayer Camp,YES,NA,162,186.3,Dangme East,Greater Accra,NA,No,NA,NA,898324.1388,649911.7458,5.8681759,0.596040206
New Obane,YES,NA,440,506,Dangme East,Greater Accra,NA,No,NA,NA,898208.3241,642913.7489,5.805001501,0.59459297
Obemla,YES,NA,55,63.25,Dangme East,Greater Accra,NA,No,NA,NA,893882.8263,646068.3805,5.833730998,0.555777506
Ocanseykope,YES,NA,3333,3832.95,Dangme East,Greater Accra,NA,No,NA,NA,899112.111,640287.6339,5.781239999,0.602590006
Odomiabra,YES,NA,162,186.3,Dangme East,Greater Accra,NA,No,NA,NA,894547.5925,652119.073,5.888323399,0.562117606
Otrokper,YES,NA,1628,1872.2,Dangme East,Greater Accra,NA,No,NA,NA,900555.7523,639878.1213,5.777459998,0.615580007
Pute,YES,NA,4872,5602.8,Dangme East,Greater Accra,NA,No,NA,NA,892324.6724,640409.9771,5.782729998,0.541410005
Sega,YES,NA,427,491.05,Dangme East,Greater Accra,NA,No,NA,NA,893730.7806,655715.2803,5.920839998,0.554960006
Solikope,YES,NA,439,504.85,Dangme East,Greater Accra,NA,No,NA,NA,901357.0538,641736.3076,5.794189999,0.622910007
Songutsokpa,YES,UWE,2404,2764.6,Dangme East,Greater Accra,NA,No,2016,NA,896434.579,640405.8352,5.782459999,0.578460006
Tagborkofe,YES,NA,88,101.2,Dangme East,Greater Accra,NA,No,NA,NA,897008.9547,653753.6743,5.902939099,0.584405106
Tamatoku,YES,NA,3888,4471.2,Dangme East,Greater Accra,NA,No,NA,NA,891699.5883,654836.2767,5.913020698,0.536593807
Tetsonya,YES,NA,444,510.6,Dangme East,Greater Accra,NA,No,NA,NA,899845.5595,645822.6645,5.831169999,0.609520006
Todze,YES,NA,928,1067.2,Dangme East,Greater Accra,NA,No,NA,NA,889989.2563,658998.4828,5.950699999,0.521410006
Todzokofe,YES,NA,23,26.45,Dangme East,Greater Accra,NA,No,NA,NA,898575.5249,652568.7246,5.892149599,0.598461006
Togbloku,YES,NA,2352,2704.8,Dangme East,Greater Accra,NA,No,NA,NA,893704.2802,646576.2985,5.838327098,0.554196706
Totimekope,YES,NA,3585,4122.75,Dangme East,Greater Accra,NA,No,NA,NA,900318.1655,640430.4253,5.782459999,0.613470006
Totope,YES,NA,2760,3174,Dangme East,Greater Accra,NA,No,NA,NA,890782.5894,640625.2076,5.784759998,0.527520006
Tove,YES,NA,6,6.9,Dangme East,Greater Accra,NA,No,NA,NA,897660.8368,653377.0936,5.899501199,0.590260906
Tsaleykope Beach Resort,YES,NA,162,186.3,Dangme East,Greater Accra,NA,Yes,NA,NA,903514.613,640278.924,5.780907899,0.642274606
Wasakusengua,YES,NA,473,543.95,Dangme East,Greater Accra,NA,No,NA,NA,894586.6354,646390.5029,5.836599199,0.562141206
Wasakusewayo,YES,NA,711,817.65,Dangme East,Greater Accra,NA,No,NA,NA,894173.344,646867.6961,5.840931299,0.558442306
Abonya,YES,NA,338,388.7,Dangme West,Greater Accra,NA,No,NA,NA,822032.6234,649157.8863,5.865369299,-9.21E-02
Adaam,YES,NA,28,32.2,Dangme West,Greater Accra,NA,No,NA,NA,819839.4376,650239.1159,5.875240499,-0.111813297
Adakope,YES,NA,212,243.8,Dangme West,Greater Accra,NA,No,NA,NA,864813.1736,670043.0821,6.051850498,0.294945805
Agbekotsekpo,YES,NA,278,319.7,Dangme West,Greater Accra,NA,No,NA,NA,865185.67,665307.3066,6.009060199,0.298047705
Agbetikpo,YES,NA,601,691.15,Dangme West,Greater Accra,NA,No,NA,NA,869675.8851,667865.5054,6.031916798,0.338694305
Agomeda,YES,NA,2266,2605.9,Dangme West,Greater Accra,NA,No,NA,NA,832893.4391,661116.6321,5.972884499,6.49E-03
Agortor,YES,UWE,39,44.85,Dangme West,Greater Accra,NA,No,2014,NA,857422.2286,659015.0511,5.952647799,0.227677605
Amanfro,YES,NA,157,180.55,Dangme West,Greater Accra,NA,No,NA,NA,828271.5635,656856.118,5.934620999,-3.54E-02
Armed Forces Rec. Tr. Ct.,YES,NA,568,653.2,Dangme West,Greater Accra,NA,No,NA,NA,836201.267,650378.2824,5.875714799,3.58E-02
Army Training Camp,YES,NA,52,59.8,Dangme West,Greater Accra,NA,No,NA,NA,836338.6889,650765.9409,5.879209998,3.71E-02
Asabe,YES,NA,1135,1305.25,Dangme West,Greater Accra,NA,No,NA,NA,831247.5213,653702.2238,5.9059843,-8.72E-03
Aslivikope,YES,NA,1942,2233.3,Dangme West,Greater Accra,NA,No,NA,NA,865671.2666,668736.2205,6.040000899,0.302615605
Asutsuare,YES,UWE,5267,6057.05,Dangme West,Greater Accra,NA,No,2016,NA,852823.7522,674122.3152,6.089341499,0.186991205
Asutsuare Junction,YES,NA,53,60.95,Dangme West,Greater Accra,NA,No,NA,NA,838472.3666,661933.4749,5.979985598,0.056868104
Atabui Olegorkope,YES,NA,62,71.3,Dangme West,Greater Accra,NA,No,NA,NA,861655.0428,673981.4105,6.087591898,0.266668005
Atrobinya,YES,NA,557,640.55,Dangme West,Greater Accra,NA,No,NA,NA,857340.4413,674573.1204,6.093170599,0.227770304
Atsavanya,YES,NA,129,148.35,Dangme West,Greater Accra,NA,No,NA,NA,848252.4113,675807.3055,6.104803599,0.145830404
Attipoe Kope,YES,NA,461,530.15,Dangme West,Greater Accra,NA,No,NA,NA,838141.4861,662876.396,5.988519998,5.39E-02
Ayenya No.1 (Ayornya),YES,NA,97,111.55,Dangme West,Greater Accra,NA,No,NA,NA,828687.7922,657800.3432,5.943131099,-3.16E-02
Ayikuma,YES,NA,2258,2596.7,Dangme West,Greater Accra,NA,No,NA,NA,826152.1503,655067.228,5.918561799,-5.46E-02
Bundase,YES,NA,159,182.85,Dangme West,Greater Accra,NA,No,NA,NA,844128.2841,647039.2122,5.845159698,0.107146804
Congo,YES,UWE,248,285.2,Dangme West,Greater Accra,NA,No,2014,NA,843724.8302,664217.656,6.000352498,0.104374803
Congo Part,YES,NA,363,417.45,Dangme West,Greater Accra,NA,No,NA,NA,844896.5164,664646.6347,6.004167299,0.114968404
Dedenyaakosombo Road,YES,NA,1942,2233.3,Dangme West,Greater Accra,NA,No,NA,NA,835777.9344,648688.4444,5.860470199,3.19E-02
Djorkpo,YES,NA,149,171.35,Dangme West,Greater Accra,NA,No,NA,NA,866536.3496,669560.8803,6.047400999,0.310465205
Djorma,YES,NA,486,558.9,Dangme West,Greater Accra,NA,No,NA,NA,823580.1196,648716.7841,5.861311399,-7.81E-02
Dodowa,YES,NA,11847,13624.05,Dangme West,Greater Accra,NA,No,NA,NA,822064.8114,651502.0666,5.886546599,-0.091676096
Dodowa Zongo,YES,NA,2428,2792.2,Dangme West,Greater Accra,NA,No,NA,NA,820962.3144,651018.7405,5.882231698,-0.101645896
Dormanya,YES,NA,191,219.65,Dangme West,Greater Accra,NA,No,NA,NA,855663.9185,642463.1313,5.803242499,0.210958404
Dormelian Jaman,YES,NA,233,267.95,Dangme West,Greater Accra,NA,No,NA,NA,850276.6587,674908.5616,6.096578599,0.164049304
Doryumu,YES,NA,3346,3847.9,Dangme West,Greater Accra,NA,No,NA,NA,834799.2412,653363.3303,5.902749399,2.33E-02
Doryumu Junction,YES,NA,28,32.2,Dangme West,Greater Accra,NA,No,NA,NA,836364.3802,651471.9147,5.885586199,3.73E-02
Fiakonya,YES,UWE,1942,2233.3,Dangme West,Greater Accra,NA,No,2016,NA,829026.1184,647642.2707,5.851345499,-2.91E-02
Fiakonya,YES,UWE,86,98.9,Dangme West,Greater Accra,NA,No,2016,NA,829035.9553,648407.6982,5.858259999,-2.89E-02
Forkpey (Foo Korpey),YES,NA,278,319.7,Dangme West,Greater Accra,NA,No,NA,NA,864008.3912,665544.9528,6.011270499,0.287440305
Former Asutsuare Sugar Factory,YES,NA,1891,2174.65,Dangme West,Greater Accra,NA,No,NA,NA,853411.853,672586.1608,6.075435299,0.192215904
Fresh Gates Farms,YES,NA,518,595.7,Dangme West,Greater Accra,NA,No,NA,NA,858231.0105,670289.3921,6.054432698,0.235574704
Gazo Kope,YES,NA,364,418.6,Dangme West,Greater Accra,NA,No,NA,NA,857624.964,658847.9886,5.951128199,0.229497603
Gbese Oswem,YES,NA,2104,2419.6,Dangme West,Greater Accra,NA,No,NA,NA,852005.0147,667242.5027,6.027244698,0.179239504
Gblakapiem (Kpankpo),YES,NA,772,887.8,Dangme West,Greater Accra,NA,No,NA,NA,822749.0462,651455.506,5.886093699,-8.55E-02
Gigedokum,YES,NA,40,46,Dangme West,Greater Accra,NA,No,NA,NA,835933.3616,659218.2101,5.955584199,3.38E-02
Glamour Farms,YES,NA,390,448.5,Dangme West,Greater Accra,NA,No,NA,NA,838024.9808,658331.3173,5.947468299,5.27E-02
Golden Exotic Ltd,YES,NA,1942,2233.3,Dangme West,Greater Accra,NA,No,NA,NA,857408.3539,670654.4055,6.057773698,0.228172004
Henyum,YES,NA,422,485.3,Dangme West,Greater Accra,NA,No,NA,NA,822994.7813,652432.8193,5.894911699,-8.32E-02
Huapase,YES,NA,1204,1384.6,Dangme West,Greater Accra,NA,No,NA,NA,860931.1859,659534.8101,5.957155799,0.259358104
Hwapa,YES,NA,468,538.2,Dangme West,Greater Accra,NA,No,NA,NA,859991.1036,658737.9688,5.950009099,0.250835704
Jorpanya (Manya),YES,NA,330,379.5,Dangme West,Greater Accra,NA,No,NA,NA,835022.6881,654834.8234,5.916031398,0.025391604
Kadzanya,YES,NA,346,397.9,Dangme West,Greater Accra,NA,No,NA,NA,848709.6231,675366.9587,6.100801999,0.149933004
Kasunya,YES,NA,1051,1208.65,Dangme West,Greater Accra,NA,No,NA,NA,861237.8372,670083.2927,6.052408698,0.262691704
Kewum-Amekor,YES,NA,62,71.3,Dangme West,Greater Accra,NA,No,NA,NA,857260.5815,674676.4084,6.094107798,0.227055305
Kewum-Debrah Korpe,YES,NA,129,148.35,Dangme West,Greater Accra,NA,No,NA,NA,857193.2348,674846.2583,6.095645498,0.226456804
Kewum-Gbenge Korpe,YES,NA,55,63.25,Dangme West,Greater Accra,NA,No,NA,NA,857211.6752,674735.3615,6.094642898,0.226617204
Kodiabe,YES,NA,2702,3107.3,Dangme West,Greater Accra,NA,No,NA,NA,834345.4454,656577.9405,5.931811499,1.94E-02
Kortorkor,YES,NA,15,17.25,Dangme West,Greater Accra,NA,No,NA,NA,863768.5244,671628.9295,6.066229999,0.285607905
Kpanchedor,YES,NA,31,35.65,Dangme West,Greater Accra,NA,No,NA,NA,858098.7565,654914.6559,5.915577899,0.233564304
Kpochum (Kpotsum),YES,NA,181,208.15,Dangme West,Greater Accra,NA,No,NA,NA,855188.6503,641436.581,5.793994899,0.206619804
Kpohe (Maian),YES,NA,191,219.65,Dangme West,Greater Accra,NA,No,NA,NA,856248.6182,643828.203,5.815541899,0.216301504
Kpohe (Tseko Tetteh),YES,NA,81,93.15,Dangme West,Greater Accra,NA,No,NA,NA,856186.7884,643433.0787,5.811976299,0.215723605
Kpohe Mangotse-Kope,YES,NA,92,105.8,Dangme West,Greater Accra,NA,No,NA,NA,856233.5805,643585.0936,5.813346899,0.216153404
Kpohe(Amakpo),YES,NA,324,372.6,Dangme West,Greater Accra,NA,No,NA,NA,855285.9325,648491.7612,5.857713098,0.207859104
Kponkpo,YES,NA,163,187.45,Dangme West,Greater Accra,NA,No,NA,NA,856289.8776,644435.3555,5.821023598,0.216704804
Kponkpo No.2,YES,NA,2428,2792.2,Dangme West,Greater Accra,NA,No,NA,NA,822339.7282,651325.7609,5.884940799,-8.92E-02
Langmedom,YES,NA,312,358.8,Dangme West,Greater Accra,NA,No,NA,NA,861676.2884,660075.9595,5.962003398,0.266108204
Lanor (osuwem),YES,NA,780,897,Dangme West,Greater Accra,NA,No,NA,NA,851612.1512,668289.2557,6.036719998,0.175750004
Lawerkope,YES,NA,465,534.75,Dangme West,Greater Accra,NA,No,NA,NA,838171.742,661820.4828,5.978979999,5.42E-02
Lenordje Apetekyi,YES,NA,515,592.25,Dangme West,Greater Accra,NA,No,NA,NA,822480.7735,651781.3257,5.889049999,-0.087909997
Lubuse,YES,NA,210,241.5,Dangme West,Greater Accra,NA,No,NA,NA,858203.3859,673276.2784,6.081411099,0.235486505
Luom-Osudoku,YES,NA,1212,1393.8,Dangme West,Greater Accra,NA,No,NA,NA,836051.2507,664304.6964,6.001527399,3.51E-02
Mafi Kope,YES,NA,437,502.55,Dangme West,Greater Accra,NA,No,NA,NA,859094.2356,674896.9632,6.096000398,0.243612304
Mafi-Kpeyibor,YES,NA,615,707.25,Dangme West,Greater Accra,NA,No,NA,NA,866007.3811,664686.7689,6.003411198,0.305426505
Matetse,YES,NA,563,647.45,Dangme West,Greater Accra,NA,No,NA,NA,822361.5652,651686.6209,5.888199999,-8.90E-02
Mawubeji Be,YES,UWE,175,201.25,Dangme West,Greater Accra,NA,No,2015,NA,834773.4223,648449.6221,5.858361754,2.28E-02
Mawunakope,YES,NA,128,147.2,Dangme West,Greater Accra,NA,No,NA,NA,858155.561,655375.5569,5.919737698,0.234100904
Mdudevi,YES,NA,146,167.9,Dangme West,Greater Accra,NA,No,NA,NA,867749.299,664623.9026,6.002748199,0.321136505
Memordzi,YES,NA,623,716.45,Dangme West,Greater Accra,NA,No,NA,NA,869695.6623,668882.5297,6.041100299,0.338929005
Mipesika,YES,NA,1942,2233.3,Dangme West,Greater Accra,NA,No,NA,NA,844852.948,666221.9662,6.018399298,0.114656304
Mueter,YES,UWE,413,474.95,Dangme West,Greater Accra,NA,No,2015,NA,837877.5904,666480.7876,6.021093198,5.17E-02
New Jerusalem,YES,UWE,173,198.95,Dangme West,Greater Accra,NA,No,2016,NA,840439.7077,662490.238,5.984915799,7.46E-02
Newtown,YES,NA,167,192.05,Dangme West,Greater Accra,NA,No,NA,NA,822526.5071,651738.3306,5.888659399,-8.75E-02
Numese New Site,YES,NA,2428,2792.2,Dangme West,Greater Accra,NA,No,NA,NA,821407.5282,650564.766,5.878109299,-9.77E-02
Nunutso (Nyigbenya),YES,NA,78,89.7,Dangme West,Greater Accra,NA,No,NA,NA,856253.6214,643895.935,5.8161534,0.216350105
Nyapienya,YES,NA,635,730.25,Dangme West,Greater Accra,NA,No,NA,NA,860575.8977,666776.7258,6.022580998,0.256541104
Nyatsokokpe,YES,NA,170,195.5,Dangme West,Greater Accra,NA,No,NA,NA,867272.943,663550.6087,5.993081299,0.316780804
Odumase,YES,NA,434,499.1,Dangme West,Greater Accra,NA,No,NA,NA,823519.4023,652696.1784,5.8972662,-7.85E-02
Odunse,YES,NA,751,863.65,Dangme West,Greater Accra,NA,No,NA,NA,827557.8807,647058.3448,5.846140198,-0.042328496
Osuwem,YES,NA,1837,2112.55,Dangme West,Greater Accra,NA,No,NA,NA,851629.0086,668281.726,6.036651099,0.175901705
Psalm 91,YES,NA,28,32.2,Dangme West,Greater Accra,NA,No,NA,NA,837975.2074,657553.751,5.940446699,0.052163604
Salom/French,YES,NA,633,727.95,Dangme West,Greater Accra,NA,No,NA,NA,856027.5897,643139.427,5.809332199,0.214272804
Shai Hill Resource Reserve,YES,UWE,2428,2792.2,Dangme West,Greater Accra,NA,No,2014,NA,836809.8811,652697.9926,5.896640099,4.14E-02
Sota,YES,NA,392,450.8,Dangme West,Greater Accra,NA,No,NA,NA,823799.7127,648414.2602,5.858567899,-0.076168896
Swapa,YES,NA,68,78.2,Dangme West,Greater Accra,NA,No,NA,NA,858236.3959,654878.2225,5.915241599,0.234803904
Tachikope,YES,UWE,361,415.15,Dangme West,Greater Accra,NA,No,2015,NA,835257.7158,649500.5362,5.867831755,2.73E-02
Tokpo (Torkpo),YES,UWE,524,602.6,Dangme West,Greater Accra,NA,No,2015,NA,868857.5642,668039.5792,6.033534099,0.331321805
Topo (Dzokpo),YES,NA,495,569.25,Dangme West,Greater Accra,NA,No,NA,NA,868035.8512,667995.7353,6.033183499,0.323906605
Tsumkpo,YES,UWE,706,811.9,Dangme West,Greater Accra,NA,No,2014,NA,868338.6592,666119.1593,6.016219498,0.326535005
Volivo Gbesedom,YES,NA,476,547.4,Dangme West,Greater Accra,NA,No,NA,NA,859503.8429,675017.3372,6.097065298,0.247314704
Volivo Tekworsi,YES,NA,604,694.6,Dangme West,Greater Accra,NA,No,NA,NA,859780.4852,675097.85,6.097777399,0.249815204
Wedokum,YES,NA,520,598,Dangme West,Greater Accra,NA,No,NA,NA,822626.475,651091.7284,5.882812899,-8.66E-02
White Chapel,YES,NA,809,930.35,Dangme West,Greater Accra,NA,No,NA,NA,820935.1871,650301.6651,5.875754399,-0.101924197
Lomanva,YES,NA,3945,4536.75,Ga Central Municipal,Greater Accra,NA,No,NA,NA,801481.6618,623630.0818,5.635629999,-0.278599996
Ablekuma/olebu,YES,NA,10502,12077.3,Ga Central Municipal,Greater Accra,NA,No,NA,NA,797877.7762,622835.3963,5.628599999,-0.311139997
Anyaa,YES,NA,25475,29296.25,Ga Central Municipal,Greater Accra,NA,No,NA,NA,800195.5963,619565.9972,5.598959999,-0.290369997
Chantan,YES,NA,21990,25288.5,Ga Central Municipal,Greater Accra,NA,No,NA,NA,803759.8193,622013.9329,5.620929999,-0.258119997
Israel,YES,NA,8469,9739.35,Ga Central Municipal,Greater Accra,NA,No,NA,NA,802571.5132,623150.4557,5.631249999,-0.268789997
Kwashiebu,YES,NA,11562,13296.3,Ga Central Municipal,Greater Accra,NA,No,NA,NA,802579.1289,620094.9693,5.603639999,-0.268849997
Santa Maria,YES,NA,17441,20057.15,Ga Central Municipal,Greater Accra,NA,No,NA,NA,801794.2235,620317.0775,5.605679999,-0.275919997
Sowutuom,YES,NA,20266,23305.9,Ga Central Municipal,Greater Accra,NA,No,NA,NA,801683.3762,621979.8793,5.620709999,-0.276849996
Tabora,YES,NA,14209,16340.35,Ga Central Municipal,Greater Accra,NA,No,NA,NA,803437.0576,621093.8758,5.612629999,-0.261069997
Abladzie,YES,NA,542,623.3,Ga East Municipal,Greater Accra,NA,No,NA,NA,809160.9209,631571.172,5.707054699,-0.208991197
Akpomang,YES,NA,738,848.7,Ga East Municipal,Greater Accra,NA,No,NA,NA,808428.7669,633529.3315,5.724779999,-0.215509996
Papao,YES,NA,5719,6576.85,Ga East Municipal,Greater Accra,NA,No,NA,NA,810537.2355,627194.1069,5.667445199,-0.196767897
Abokobi,YES,NA,1772,2037.8,Ga East Municipal,Greater Accra,NA,No,NA,NA,809450.2422,635286.2243,5.740609699,-0.206218298
Agbogba,YES,NA,10093,11606.95,Ga East Municipal,Greater Accra,NA,No,NA,NA,809941.8562,630279.891,5.695352999,-0.202003398
Ashongmang,YES,NA,1174,1350.1,Ga East Municipal,Greater Accra,NA,No,NA,NA,808940.571,631087.0498,5.702689999,-0.210999998
Ashonman Estate,YES,NA,7511,8637.65,Ga East Municipal,Greater Accra,NA,No,NA,NA,805584.7105,628635.6979,5.680685899,-0.241377197
Atomic Energy,YES,NA,2399,2758.85,Ga East Municipal,Greater Accra,NA,No,NA,NA,808064.8468,627198.0032,5.667588,-0.219068197
Christian Village,YES,NA,5225,6008.75,Ga East Municipal,Greater Accra,NA,No,NA,NA,808050.4576,624083.6574,5.6394483,-0.219332396
Dome,YES,NA,47942,55133.3,Ga East Municipal,Greater Accra,NA,No,NA,NA,806041.8036,626219.666,5.658835299,-0.237357997
Hatso,YES,NA,11481,13203.15,Ga East Municipal,Greater Accra,NA,No,NA,NA,809965.9561,627193.9035,5.667468299,-0.201920698
Kwabenya,YES,NA,6251,7188.65,Ga East Municipal,Greater Accra,NA,No,NA,NA,804877.4373,629704.3723,5.690372799,-0.247711098
New Ashonman/Musuku,YES,NA,7438,8553.7,Ga East Municipal,Greater Accra,NA,No,NA,NA,806194.3009,628755.0005,5.681737599,-0.235873397
Old Ashongman,YES,NA,1619,1861.85,Ga East Municipal,Greater Accra,NA,No,NA,NA,809002.1112,631153.1097,5.703284199,-0.210441997
Pantang,YES,NA,1093,1256.95,Ga East Municipal,Greater Accra,NA,No,NA,NA,810336.6734,632291.8824,5.713515099,-0.198353797
Parakuo Estate,YES,NA,1619,1861.85,Ga East Municipal,Greater Accra,NA,No,NA,NA,809611.6851,632425.0253,5.714749999,-0.204887697
Taifa,YES,NA,42321,48669.15,Ga East Municipal,Greater Accra,NA,No,NA,NA,804304.1356,626064.8626,5.657511,-0.253038297
Abetinso,YES,NA,264,303.6,Ga South Municipal,Greater Accra,FR,No,NA,NA,780315.7938,635730.0068,5.745845089,-0.469049538
Addyman(Nii Sakyi Addy),YES,NA,242,278.3,Ga South Municipal,Greater Accra,FR,No,NA,NA,779912.0038,627658.7658,5.672916916,-0.47301267
Agbazo,YES,NA,272,312.8,Ga South Municipal,Greater Accra,FR,No,NA,NA,785365.2212,631940.2419,5.711392449,-0.423643176
Agblodo Asuaba,YES,NA,99,113.85,Ga South Municipal,Greater Accra,FR,No,NA,NA,784289.7239,638271.2864,5.768651242,-0.433090335
Agblodo Ayaa,YES,NA,261,300.15,Ga South Municipal,Greater Accra,FR,No,NA,NA,784223.6456,638298.6648,5.768901358,-0.433685451
Agunor,YES,NA,134,154.1,Ga South Municipal,Greater Accra,FR,No,NA,NA,783339.7335,630070.6163,5.694577681,-0.441992336
Ahele Kwaodeba,YES,NA,322,370.3,Ga South Municipal,Greater Accra,FR,No,NA,NA,786414.0718,636849.86,5.755718803,-0.413980518
Ahweniago,YES,NA,793,911.95,Ga South Municipal,Greater Accra,FR,No,NA,NA,779149.5222,632893.4872,5.720256312,-0.479685336
Aktuase Village,YES,NA,271,311.65,Ga South Municipal,Greater Accra,FR,No,NA,NA,782851.4164,630233.6824,5.696070917,-0.44639141
Akuteaku,YES,NA,474,545.1,Ga South Municipal,Greater Accra,TR,No,NA,NA,778904.4797,631336.8356,5.706197597,-0.481957753
Akweiman,YES,NA,596,685.4,Ga South Municipal,Greater Accra,NA,No,NA,NA,778416.2588,635706.6816,5.745709999,-0.486189998
Akwiman,YES,NA,499,573.85,Ga South Municipal,Greater Accra,FR,No,NA,NA,778475.5589,635937.029,5.747789439,-0.48564579
Alafia(Besease/Dogo Afas,YES,NA,415,477.25,Ga South Municipal,Greater Accra,FR,No,NA,NA,778972.6976,629551.9215,5.690063523,-0.481412594
Alafia(Teacher Kope0,YES,NA,253,290.95,Ga South Municipal,Greater Accra,FR,No,NA,NA,776894.315,636241.8517,5.750607016,-0.499901563
Alavanyo,YES,NA,202,232.3,Ga South Municipal,Greater Accra,FR,No,NA,NA,787515.5985,625490.1954,5.653015511,-0.404503603
Amanfrom,YES,NA,214,246.1,Ga South Municipal,Greater Accra,TR,No,NA,NA,787241.226,612596.9942,5.536509068,-0.407492171
Amuman,YES,NA,207,238.05,Ga South Municipal,Greater Accra,FR,No,NA,NA,783065.0259,626585.834,5.66309542,-0.444609585
Amuzu Kope,YES,NA,410,471.5,Ga South Municipal,Greater Accra,NA,No,NA,NA,785690.2784,629474.9531,5.689099998,-0.420809998
Anagonukope,YES,NA,75,86.25,Ga South Municipal,Greater Accra,FR,No,NA,NA,782527.3408,632508.3136,5.71664061,-0.449224326
Aplaku,YES,NA,9732,11191.8,Ga South Municipal,Greater Accra,NA,No,NA,NA,795432.7871,610678.0142,5.518839999,-0.333689997
